installation_id,year,free,emission
DE_944,2020,470,4170
DE_945,2013,15582,21478
DE_945,2014,16564,21990
DE_945,2015,15809,22862
DE_945,2016,15069,24362
DE_945,2017,14342,27038
DE_945,2018,13629,26317
DE_945,2019,12931,25471
DE_945,2020,12250,26251
DE_116,2013,934488,987797
DE_116,2014,918257,993541
DE_116,2015,901835,937568
DE_116,2016,885241,1016804
DE_116,2017,868469,1067315
DE_116,2018,851534,1010760
DE_116,2019,834388,1031371
DE_116,2020,817182,1086843
DE_946,2013,43710,60025
DE_946,2014,39117,48376
DE_946,2015,34648,49652
DE_946,2016,30315,48198
DE_946,2017,26115,44437
DE_946,2018,22051,49311
DE_946,2019,18119,43030
DE_946,2020,14334,41149
DE_948,2013,78303,277408
DE_948,2014,66482,240615
DE_948,2015,55712,236129
DE_948,2016,45978,239875
DE_948,2017,37404,233705
DE_948,2018,31609,197685
DE_948,2019,26002,192328
DE_948,2020,20595,168872
DE_388,2013,4239,3684
DE_388,2014,4165,5578
DE_388,2015,7285,10072
DE_388,2016,8504,7298
DE_388,2017,8346,6310
DE_388,2018,8186,12854
DE_388,2019,8027,15341
DE_388,2020,7867,14383
DE_949,2013,68858,77451
DE_949,2014,67663,71640
DE_949,2015,66453,73707
DE_949,2016,65230,63591
DE_949,2017,63994,71605
DE_949,2018,62746,54394
DE_949,2019,61483,49675
DE_949,2020,60215,45339
DE_950,2013,207233,238377
DE_950,2014,203628,235449
DE_950,2015,200022,230618
DE_950,2016,196416,259425
DE_950,2017,192810,247709
DE_950,2018,189204,222347
DE_950,2019,185598,167469
DE_950,2020,181993,96320
DE_117,2013,673917,672567
DE_117,2014,662212,730492
DE_117,2015,650369,712094
DE_117,2016,638403,775066
DE_117,2017,626307,760185
DE_117,2018,614094,806571
DE_117,2019,601729,820113
DE_117,2020,589321,822734
DE_951,2013,315949,1332735
DE_951,2014,271576,1274327
DE_951,2015,240588,1295279
DE_951,2016,210581,1296112
DE_951,2017,181515,1213337
DE_951,2018,153392,1174604
DE_951,2019,126178,1069564
DE_951,2020,99941,1115818
DE_952,2013,270024,1283601
DE_952,2014,228805,1334749
DE_952,2015,193506,1399778
DE_952,2016,169370,1327551
DE_952,2017,145993,1136524
DE_952,2018,123374,1169353
DE_952,2019,101485,1111507
DE_952,2020,80383,1090978
DE_953,2013,49889,48329
DE_953,2014,49023,46846
DE_953,2015,48146,46765
DE_953,2016,47259,44108
DE_953,2017,46365,51133
DE_953,2018,45460,40355
DE_953,2019,54628,0
DE_953,2020,55536,0
DE_389,2013,6899,6774
DE_389,2014,6780,6640
DE_389,2015,6658,6829
DE_389,2016,6536,6682
DE_389,2017,6412,6876
DE_389,2018,6287,7268
DE_389,2019,6160,7040
DE_389,2020,6033,7229
DE_637,2013,50855,7583
DE_637,2014,49971,12702
DE_637,2015,32249,934
DE_637,2016,28216,2239
DE_637,2017,24307,2199
DE_637,2018,20525,2489
DE_637,2019,16865,3025
DE_637,2020,13341,2467
DE_390,2013,6962,6705
DE_390,2014,6841,6543
DE_390,2015,6718,6825
DE_390,2016,6595,6195
DE_390,2017,6592,6566
DE_390,2018,6576,7034
DE_390,2019,6445,6316
DE_390,2020,6311,5897
DE_638,2013,2596,3204
DE_638,2014,2324,1807
DE_638,2015,2058,2538
DE_638,2016,1801,2740
DE_638,2017,1551,4493
DE_638,2018,1311,5954
DE_638,2019,1076,7614
DE_638,2020,852,9280
DE_119,2013,422363,304603
DE_119,2014,415027,304584
DE_119,2015,407605,310972
DE_119,2016,400105,352207
DE_119,2017,392525,332107
DE_119,2018,384870,337898
DE_119,2019,377121,279757
DE_119,2020,369344,566
DE_956,2013,13948,18414
DE_956,2014,12482,14633
DE_956,2015,11058,16575
DE_956,2016,9679,18106
DE_956,2017,8343,19027
DE_956,2018,7051,19565
DE_956,2019,5800,14501
DE_639,2013,218526,400222
DE_639,2014,196930,343798
DE_639,2015,175939,374374
DE_639,2016,155603,390652
DE_639,2017,135898,382418
DE_639,2018,116822,368943
DE_639,2019,98354,355133
DE_639,2020,80539,344388
DE_391,2013,931,1628
DE_391,2014,1785,2044
DE_391,2015,1753,1904
DE_391,2016,1721,1905
DE_391,2017,1689,1957
DE_391,2018,2084,2745
DE_391,2019,2042,1895
DE_391,2020,2000,1657
DE_959,2013,0,866
DE_959,2014,0,2042
DE_959,2015,9026,2077
DE_959,2016,7900,945
DE_959,2017,6810,969
DE_959,2018,5755,1285
DE_959,2019,4735,1643
DE_959,2020,3750,2604
DE_960,2013,2488,1471
DE_960,2014,1114,106
DE_960,2015,0,32
DE_960,2016,0,134
DE_960,2017,0,44
DE_960,2018,0,505
DE_960,2019,0,52
DE_960,2020,0,1254
DE_640,2013,3528,3503
DE_640,2014,3178,635
DE_640,2015,236,1042
DE_640,2016,232,2167
DE_640,2017,1208,2711
DE_640,2018,1880,2780
DE_640,2019,1581,3266
DE_640,2020,1291,3648
DE_121,2013,42387,71206
DE_121,2014,41651,62565
DE_121,2015,40906,55731
DE_121,2016,40153,62819
DE_121,2017,39393,67234
DE_121,2018,38625,70520
DE_121,2019,37847,65077
DE_121,2020,37066,67704
DE_962,2013,3442,11251
DE_962,2014,3081,6796
DE_962,2015,2730,5907
DE_962,2016,2389,15374
DE_962,2017,2059,19327
DE_962,2018,1741,15772
DE_962,2019,1432,23050
DE_962,2020,1134,1580
DE_963,2013,34438,2022675
DE_963,2014,30553,1778371
DE_963,2015,26915,1740813
DE_963,2016,23530,1639527
DE_963,2017,20386,1502946
DE_963,2018,17474,1237777
DE_963,2019,14783,929686
DE_963,2020,10215,848136
DE_122,2013,131382,123674
DE_122,2014,129100,122072
DE_122,2015,126791,112473
DE_122,2016,124458,103850
DE_122,2017,122100,119042
DE_122,2018,119719,112942
DE_122,2019,117309,97842
DE_122,2020,114890,116666
DE_641,2013,690,1606
DE_641,2014,621,1356
DE_641,2015,554,722
DE_641,2016,490,361
DE_641,2017,236,660
DE_641,2018,206,74
DE_641,2019,43,51
DE_641,2020,43,279
DE_123,2013,41596,43746
DE_123,2014,40874,63650
DE_123,2015,40143,59557
DE_123,2016,39404,60639
DE_123,2017,38658,52480
DE_123,2018,37904,52001
DE_123,2019,37141,42314
DE_123,2020,36375,45980
DE_965,2013,1047,1046
DE_965,2014,937,241
DE_965,2015,208,1325
DE_965,2016,727,1994
DE_965,2017,626,211
DE_965,2018,133,1183
DE_965,2019,434,3041
DE_965,2020,343,89
DE_642,2013,6328,6402
DE_642,2014,5700,3111
DE_642,2015,2757,3736
DE_642,2016,2457,4044
DE_642,2017,2166,7060
DE_642,2018,3370,7043
DE_642,2019,2832,5139
DE_642,2020,2314,11962
DE_124,2013,152822,217784
DE_124,2014,150168,237262
DE_124,2015,147482,225936
DE_124,2016,144769,226419
DE_124,2017,142026,230797
DE_124,2018,139256,199807
DE_124,2019,136452,171652
DE_124,2020,133639,208912
DE_966,2013,39977,44850
DE_966,2014,22566,37722
DE_966,2015,27316,70532
DE_966,2016,28062,99084
DE_966,2017,24188,87763
DE_966,2018,20441,85791
DE_966,2019,16815,94570
DE_966,2020,13319,82573
DE_967,2013,786,2563
DE_967,2014,714,1225
DE_967,2015,643,1776
DE_967,2016,574,3135
DE_967,2017,507,2487
DE_967,2018,443,3504
DE_967,2019,380,4374
DE_967,2020,319,6435
DE_125,2013,160527,195646
DE_125,2014,157739,191490
DE_125,2015,154918,196662
DE_125,2016,152068,201890
DE_125,2017,149186,192067
DE_125,2018,146277,179402
DE_125,2019,143332,178794
DE_125,2020,140376,183193
DE_968,2013,10119,5123
DE_968,2014,9056,3819
DE_968,2015,5524,4239
DE_968,2016,4833,3997
DE_968,2017,4164,3788
DE_968,2018,3516,4076
DE_968,2019,2889,1598
DE_643,2013,8407,18428
DE_643,2014,7524,13603
DE_643,2015,6666,10254
DE_643,2016,2917,10276
DE_643,2017,5029,13049
DE_643,2018,4251,10713
DE_643,2019,3496,16300
DE_643,2020,2769,1447
DE_969,2013,1179,3964501
DE_969,2014,1055,3247055
DE_969,2015,935,2931068
DE_969,2016,818,2811433
DE_969,2017,706,1322071
DE_969,2018,597,1629777
DE_969,2019,490,429912
DE_969,2020,389,550120
DE_644,2013,16573,19137
DE_644,2014,16285,17922
DE_644,2015,15994,18825
DE_644,2016,15699,18066
DE_644,2017,15402,16872
DE_644,2018,15102,17320
DE_644,2019,14797,17426
DE_644,2020,14492,15917
DE_126,2013,204267,222515
DE_126,2014,200719,192070
DE_126,2015,197129,201826
DE_126,2016,193502,222263
DE_126,2017,189836,198159
DE_126,2018,186134,257226
DE_126,2019,182386,213897
DE_126,2020,178625,175194
DE_127,2013,324046,354845
DE_127,2014,318418,338262
DE_127,2015,312723,335875
DE_127,2016,306969,365667
DE_127,2017,301153,349984
DE_127,2018,295281,324305
DE_127,2019,289335,327742
DE_127,2020,283369,313747
DE_645,2013,7920,9971
DE_645,2014,7089,8228
DE_645,2015,6279,8506
DE_645,2016,5494,9408
DE_645,2017,4732,9855
DE_645,2018,3996,9456
DE_645,2019,3284,5269
DE_973,2013,95654,222555
DE_973,2014,87183,187560
DE_973,2015,78944,187592
DE_973,2016,70954,224630
DE_973,2017,63206,242593
DE_973,2018,55699,261879
DE_973,2019,48424,209502
DE_973,2020,41399,222935
DE_128,2013,26278,50101
DE_128,2014,51643,66599
DE_128,2015,50719,62665
DE_128,2016,49786,60906
DE_128,2017,48843,38207
DE_128,2018,47890,40810
DE_128,2019,46926,61578
DE_128,2020,45958,63642
DE_974,2013,12785,14681
DE_974,2014,11442,13195
DE_974,2015,15423,14843
DE_974,2016,15139,15381
DE_974,2017,14853,15146
DE_974,2018,14563,16513
DE_974,2019,14270,19186
DE_974,2020,13975,17753
DE_975,2013,55980,58491
DE_975,2014,55006,55786
DE_975,2015,54032,52690
DE_975,2016,53058,52009
DE_975,2017,52084,54214
DE_975,2018,51110,53679
DE_975,2019,50136,58161
DE_975,2020,49162,58844
DE_646,2013,22496,24552
DE_646,2014,20133,13907
DE_646,2015,13569,17282
DE_646,2016,26638,18591
DE_646,2017,26133,17653
DE_646,2018,25624,17885
DE_646,2019,25108,17130
DE_646,2020,24590,14464
DE_976,2014,0,337
DE_976,2015,0,466
DE_976,2017,0,17
DE_976,2018,0,26
DE_976,2019,0,48
DE_976,2020,0,8
DE_129,2013,84947,100054
DE_129,2014,83472,97523
DE_129,2015,81979,96693
DE_129,2016,80471,98672
DE_129,2017,78946,97612
DE_129,2018,77407,97226
DE_129,2019,75848,97553
DE_129,2020,74284,95867
DE_977,2013,9756,19858
DE_977,2014,8510,17275
DE_977,2015,7539,17843
DE_977,2016,6598,18214
DE_977,2017,5688,11429
DE_977,2018,4807,17048
DE_977,2019,3955,19270
DE_977,2020,3132,18994
DE_647,2013,8393,7861
DE_647,2014,7510,6596
DE_647,2015,6653,7247
DE_647,2016,5820,6109
DE_647,2017,1545,2426
DE_978,2013,87476,492848
DE_978,2014,85956,496300
DE_978,2015,84419,465663
DE_978,2016,82866,480477
DE_978,2017,81296,462862
DE_978,2018,79711,464982
DE_978,2019,78106,474287
DE_978,2020,76495,477569
DE_130,2013,245365,330032
DE_130,2014,241103,305531
DE_130,2015,236791,281564
DE_130,2016,232434,291974
DE_130,2017,228030,309443
DE_130,2018,223584,296114
DE_130,2019,219082,272761
DE_130,2020,214564,266553
DE_980,2013,901,2464
DE_980,2014,1486,1854
DE_980,2015,1194,1926
DE_980,2016,1058,1934
DE_980,2017,926,1981
DE_980,2018,798,2033
DE_131,2013,331234,263898
DE_131,2014,325479,269636
DE_131,2015,319671,261370
DE_131,2016,313817,249109
DE_131,2017,307914,239987
DE_131,2018,301967,243056
DE_131,2019,295963,225090
DE_131,2020,289942,203160
DE_981,2013,3483,4555
DE_981,2014,3117,1472
DE_981,2015,691,1714
DE_981,2016,1208,3302
DE_981,2017,1041,3741
DE_981,2018,1757,3096
DE_981,2019,722,2079
DE_981,2020,572,3424
DE_648,2013,10464,20770
DE_648,2014,9365,19562
DE_648,2015,12623,20332
DE_648,2016,12391,21241
DE_648,2017,12156,21921
DE_648,2018,11919,23102
DE_648,2019,11679,21076
DE_648,2020,11438,20243
DE_982,2013,15436,17215
DE_982,2014,13814,15282
DE_982,2015,12235,17256
DE_982,2016,10705,21151
DE_982,2017,9223,20553
DE_982,2018,7788,19390
DE_982,2019,6399,19203
DE_982,2020,5062,18784
DE_984,2013,11727,19292
DE_984,2014,10495,15776
DE_984,2015,9297,16001
DE_984,2016,8138,16602
DE_984,2017,7015,20884
DE_984,2018,5929,20767
DE_984,2019,4877,20387
DE_984,2020,3863,21605
DE_398,2013,17926,18612
DE_398,2014,17616,20614
DE_398,2015,26013,19751
DE_398,2016,25535,17112
DE_398,2017,16661,17882
DE_398,2018,16335,17087
DE_398,2019,16495,18816
DE_398,2020,24667,15928
DE_985,2013,8647,14849
DE_985,2014,8497,12360
DE_985,2015,8347,13097
DE_985,2016,8196,14620
DE_985,2017,8046,14629
DE_985,2018,7895,14294
DE_985,2019,7745,14240
DE_985,2020,7594,13858
DE_132,2013,82820,80585
DE_132,2014,81382,88695
DE_132,2015,79927,87494
DE_132,2016,78456,91529
DE_132,2017,76970,97551
DE_132,2018,75469,48840
DE_132,2019,73949,91217
DE_132,2020,72424,86462
DE_649,2013,65918,72228
DE_649,2014,64772,67015
DE_649,2015,63625,62552
DE_649,2016,62478,62222
DE_649,2017,61331,64771
DE_649,2018,60184,66582
DE_649,2019,59037,70222
DE_649,2020,57890,66007
DE_986,2013,523,4283
DE_986,2014,468,1863
DE_986,2015,416,1996
DE_986,2016,364,2872
DE_986,2017,313,5176
DE_986,2018,265,3453
DE_986,2019,218,6641
DE_986,2020,173,6837
DE_133,2013,179328,114522
DE_133,2014,176213,99286
DE_133,2015,86531,113258
DE_133,2016,169877,181861
DE_133,2017,266398,180533
DE_133,2018,261283,179910
DE_133,2019,256128,181301
DE_133,2020,250961,170108
DE_134,2013,22639,20902
DE_134,2014,22246,17423
DE_134,2015,21848,20052
DE_134,2016,21446,20947
DE_134,2017,21040,25400
DE_134,2018,20629,21852
DE_134,2019,20214,21597
DE_134,2020,19797,18295
DE_989,2013,14549,19014
DE_989,2014,13020,17249
DE_989,2015,11535,17084
DE_989,2016,10096,19691
DE_989,2017,8703,21386
DE_989,2018,7355,19810
DE_989,2019,6050,18650
DE_989,2020,4792,13177
DE_651,2013,13184,14520
DE_651,2014,11799,13535
DE_651,2015,10451,11828
DE_651,2016,9144,11640
DE_651,2017,7878,11789
DE_651,2018,6652,10773
DE_651,2019,5466,11173
DE_651,2020,4324,11504
DE_400,2013,2490,1216
DE_400,2014,1330,1941
DE_652,2013,2868,3129
DE_652,2014,2818,2684
DE_652,2015,2768,2644
DE_652,2016,2717,2217
DE_652,2017,2666,2133
DE_652,2018,2614,2188
DE_652,2019,2561,9336
DE_652,2020,2508,8567
DE_401,2013,2801,2903
DE_401,2014,2753,2447
DE_401,2015,2703,2469
DE_992,2013,3418,3412
DE_653,2013,0,54618
DE_653,2014,0,53539
DE_653,2015,0,52769
DE_653,2016,0,47577
DE_653,2017,0,47766
DE_653,2018,0,39702
DE_136,2013,6646,0
DE_402,2013,26039,42227
DE_402,2014,25586,40254
DE_402,2015,25129,42028
DE_402,2016,24667,39931
DE_402,2017,24198,38742
DE_402,2018,23726,40652
DE_402,2019,23249,43557
DE_402,2020,22769,43469
DE_994,2013,2595,1518
DE_994,2014,1206,792
DE_994,2015,558,197
DE_994,2016,0,892
DE_994,2017,464,522
DE_994,2018,228,200
DE_994,2019,0,27
DE_994,2020,0,64
DE_137,2013,53959,37638
DE_137,2014,53022,56543
DE_137,2015,52074,17156
DE_137,2018,31770,51979
DE_137,2019,37540,52290
DE_137,2020,36811,25646
DE_995,2013,215,5920
DE_995,2014,193,3284
DE_995,2015,170,996
DE_995,2016,149,3341
DE_995,2017,129,4757
DE_995,2018,109,9811
DE_995,2019,90,7312
DE_995,2020,72,726
DE_996,2013,22263,18716
DE_996,2014,21759,2575
DE_996,2015,6108,0
DE_997,2013,13100,5898
DE_997,2014,5862,11880
DE_997,2015,10384,10089
DE_997,2016,9085,5428
DE_997,2017,3914,5470
DE_997,2018,3305,4326
DE_997,2019,2716,6565
DE_997,2020,2148,10505
DE_138,2013,185262,244019
DE_138,2014,182044,217832
DE_138,2015,202312,256807
DE_138,2016,223677,282471
DE_138,2017,219468,308455
DE_138,2018,215226,289205
DE_138,2019,210942,287026
DE_138,2020,206646,256310
DE_654,2013,2766,6547
DE_654,2014,3266,5189
DE_654,2015,6288,7081
DE_654,2016,5605,3750
DE_654,2017,2928,6363
DE_654,2018,4299,4924
DE_654,2019,3678,5490
DE_654,2020,3077,6201
DE_999,2013,0,1691001
DE_999,2014,0,1326328
DE_999,2015,0,1463745
DE_999,2016,0,961333
DE_999,2017,0,1259810
DE_999,2018,0,1176893
DE_999,2019,0,542513
DE_999,2020,0,353086
DE_139,2013,337887,321588
DE_139,2014,332018,296562
DE_139,2015,326080,305944
DE_139,2016,320081,289765
DE_139,2017,314016,300874
DE_139,2018,307893,311796
DE_139,2019,301693,305617
DE_139,2020,295472,303094
DE_1000,2013,0,262
DE_1000,2014,0,852
DE_1000,2015,0,798
DE_1000,2016,0,115
DE_1000,2017,0,267
DE_1000,2018,0,268
DE_1000,2019,0,862
DE_1000,2020,0,1185
DE_1001,2013,108,319
DE_1001,2014,97,283
DE_1001,2015,86,48
DE_140,2013,131582,120628
DE_140,2014,129296,147357
DE_140,2015,126993,137739
DE_140,2016,124675,130599
DE_140,2017,122341,139629
DE_140,2018,119994,147823
DE_140,2019,117629,132462
DE_140,2020,115259,164361
DE_1002,2013,29454,74934
DE_1002,2014,25178,65630
DE_1002,2015,21258,73955
DE_1002,2016,18482,77545
DE_1002,2017,15931,76155
DE_1002,2018,13463,64327
DE_1002,2019,11075,58006
DE_1002,2020,8772,61264
DE_656,2013,27207,38805
DE_656,2014,24684,24340
DE_656,2015,22229,32973
DE_656,2016,19851,41133
DE_656,2017,17544,38799
DE_656,2018,15311,39172
DE_656,2019,13147,41925
DE_656,2020,11059,37538
DE_141,2013,139078,96973
DE_141,2014,136663,93416
DE_141,2015,134219,95173
DE_141,2016,131749,177822
DE_141,2017,232043,168940
DE_141,2018,227600,166483
DE_141,2019,223126,164775
DE_141,2020,218643,129292
DE_1003,2013,0,523
DE_1003,2014,0,51
DE_1003,2015,0,258
DE_1003,2016,0,431
DE_1003,2017,0,346
DE_1003,2018,0,685
DE_1003,2019,0,756
DE_1003,2020,0,1397
DE_1004,2013,117,3189
DE_1004,2014,106,1839
DE_1004,2015,94,2337
DE_1004,2016,82,6294
DE_1004,2017,71,4071
DE_1004,2018,60,3540
DE_1004,2019,50,1587
DE_1004,2020,39,966
DE_657,2013,18711,20186
DE_657,2014,18386,23332
DE_657,2015,18057,22677
DE_657,2016,17725,21318
DE_657,2017,17389,22308
DE_657,2018,17050,21339
DE_657,2019,16707,19441
DE_657,2020,16362,20368
DE_1005,2013,71232,105628
DE_1005,2014,69993,102535
DE_1005,2015,68754,103214
DE_1005,2016,67514,105280
DE_1005,2017,66275,107605
DE_1005,2018,65035,108047
DE_1005,2019,63796,111260
DE_1005,2020,62556,111480
DE_142,2013,46495,73687
DE_142,2014,45650,43689
DE_142,2015,44798,46369
DE_142,2016,43939,53878
DE_142,2017,43074,58832
DE_142,2018,42201,54319
DE_142,2019,41318,52818
DE_142,2020,40434,44607
DE_1006,2013,0,4789
DE_1006,2014,0,17421
DE_1006,2015,0,46241
DE_1006,2016,22539,58459
DE_1006,2017,22112,93754
DE_1006,2018,21681,111417
DE_1006,2019,21244,87311
DE_1006,2020,20806,109510
DE_1007,2013,18201,23533
DE_1007,2014,16288,19815
DE_1007,2015,14427,21132
DE_1007,2016,12623,22430
DE_1007,2017,10874,21282
DE_1007,2018,9182,21002
DE_1007,2019,7545,7294
DE_1007,2020,2985,9872
DE_405,2013,1264,1117
DE_405,2014,1535,1731
DE_1008,2013,21892,42331
DE_1008,2014,21075,39718
DE_1008,2015,20272,40460
DE_1008,2016,19486,43145
DE_1008,2017,21693,45933
DE_1008,2018,20476,34820
DE_1008,2019,19289,5226
DE_1008,2020,6995,4572
DE_658,2013,10550,10504
DE_658,2014,10366,8462
DE_658,2015,10181,9087
DE_658,2016,9994,9080
DE_658,2017,9804,9163
DE_658,2018,9613,7743
DE_658,2019,9420,8832
DE_658,2020,9225,8802
DE_1009,2013,0,78502
DE_1009,2014,0,70451
DE_1009,2015,0,85923
DE_1009,2016,0,85225
DE_1009,2017,0,83526
DE_1009,2018,0,83784
DE_1009,2019,0,80167
DE_1009,2020,0,66733
DE_406,2013,4709,4341
DE_406,2014,4627,4725
DE_406,2015,4545,4398
DE_406,2016,4460,4723
DE_406,2017,4375,4611
DE_406,2018,4291,5052
DE_406,2019,4205,4949
DE_406,2020,4118,5227
DE_1010,2013,0,12241
DE_1010,2014,0,11035
DE_1010,2015,0,12622
DE_1010,2016,0,18508
DE_1010,2017,0,20924
DE_1010,2018,0,11172
DE_1010,2019,0,11270
DE_1010,2020,0,9768
DE_144,2013,15068,10172
DE_144,2014,14806,9589
DE_144,2015,14542,9550
DE_144,2016,14274,9208
DE_144,2017,14004,10584
DE_144,2018,13730,9506
DE_144,2019,13454,11876
DE_144,2020,13177,12479
DE_1011,2013,16636,23536
DE_1011,2014,16347,24981
DE_1011,2015,16058,27210
DE_1011,2016,15768,27625
DE_1011,2017,15479,25441
DE_1011,2018,15189,25171
DE_1011,2019,14900,23284
DE_1011,2020,14610,21872
DE_1012,2013,0,221464
DE_1012,2014,0,220235
DE_1012,2015,0,273242
DE_1012,2016,0,299578
DE_1012,2017,0,243433
DE_1012,2018,0,251781
DE_1012,2019,0,298152
DE_1012,2020,0,267994
DE_1013,2013,6213,3930
DE_1013,2014,2780,853
DE_1013,2015,1232,590
DE_1013,2016,0,480
DE_1013,2017,0,353
DE_1013,2018,0,1125
DE_1013,2019,0,526
DE_1013,2020,0,2532
DE_1014,2013,40030,37315
DE_1014,2014,17912,19422
DE_1014,2015,7934,33854
DE_1014,2016,13889,49524
DE_1014,2017,23944,55099
DE_1014,2018,20234,47908
DE_1014,2019,8322,59633
DE_1014,2020,13184,31540
DE_1015,2013,1647,2691
DE_1015,2014,1474,1485
DE_1015,2015,1306,1713
DE_1015,2016,1143,2198
DE_1015,2017,984,2612
DE_1015,2018,832,3733
DE_1015,2019,683,2514
DE_1015,2020,541,2369
DE_660,2013,2317,9508
DE_660,2014,7333,6636
DE_660,2015,6596,7963
DE_660,2016,5886,3845
DE_660,2017,3137,7290
DE_660,2018,4544,5796
DE_660,2019,3905,6751
DE_660,2020,3287,7063
DE_146,2013,10523,10949
DE_146,2014,10340,14295
DE_146,2015,10155,11174
DE_146,2016,9969,8180
DE_146,2017,9780,3809
DE_146,2018,0,274
DE_661,2013,20505,39143
DE_661,2014,18351,14293
DE_661,2015,4064,0
DE_1019,2013,0,15218
DE_1019,2014,0,16406
DE_1019,2015,0,15960
DE_147,2013,1595460,1990339
DE_147,2014,1567748,1964856
DE_147,2015,1539710,2040940
DE_147,2016,1511380,1918198
DE_147,2017,1482745,1978092
DE_147,2018,1453832,1941442
DE_147,2019,1424558,1693137
DE_147,2020,1395182,1495185
DE_1020,2013,41432,7749
DE_1020,2014,40713,7487
DE_1020,2015,26274,7164
DE_1020,2016,22988,7230
DE_1020,2017,19803,7565
DE_1020,2018,16722,7384
DE_1020,2019,13740,3432
DE_1020,2020,10870,5311
DE_662,2013,0,92
DE_662,2014,0,8
DE_662,2015,0,25090
DE_662,2016,6569,26730
DE_662,2017,6448,1860
DE_662,2018,0,23
DE_662,2019,0,66989
DE_662,2020,0,58638
DE_1021,2013,16792,18543
DE_1021,2014,15027,18265
DE_1021,2015,13314,18244
DE_1021,2016,11653,18166
DE_1021,2017,10044,19000
DE_1021,2018,8489,19661
DE_1021,2019,6983,20052
DE_1021,2020,5531,22379
DE_1022,2013,15705,14933
DE_1022,2014,15433,13936
DE_1022,2015,9960,14689
DE_1022,2016,8714,14813
DE_1022,2017,7507,15363
DE_1022,2018,6339,15099
DE_1022,2019,5208,14807
DE_1022,2020,4121,14293
DE_1023,2013,10554,13767
DE_1023,2014,9446,9968
DE_1023,2015,8366,12789
DE_1023,2016,7320,11409
DE_1023,2017,6306,21459
DE_1023,2018,5325,23189
DE_1023,2019,4375,34839
DE_1023,2020,3461,15705
DE_1024,2013,13968,21650
DE_1024,2014,12501,18695
DE_1024,2015,11073,18861
DE_1024,2016,9688,20566
DE_1024,2017,8346,17167
DE_1024,2018,7047,13265
DE_1024,2019,5791,12236
DE_1024,2020,4581,11777
DE_1025,2013,11911,12532
DE_1025,2014,11704,12832
DE_1025,2015,11497,12520
DE_1025,2016,11290,13018
DE_1025,2017,11082,12719
DE_1025,2018,10875,10491
DE_1025,2019,10668,10373
DE_1025,2020,10461,9046
DE_148,2013,79004,103163
DE_148,2014,77632,93051
DE_148,2015,76244,100216
DE_148,2016,74841,91447
DE_148,2017,73423,87805
DE_148,2018,71991,69237
DE_148,2019,70542,66207
DE_148,2020,69087,51560
DE_1026,2013,6334,9780
DE_1026,2014,5595,9089
DE_1026,2015,4957,9580
DE_1026,2016,4339,9655
DE_1026,2017,3740,9674
DE_1026,2018,3160,3523
DE_1027,2013,440586,987858
DE_1027,2014,430098,957963
DE_1027,2015,418838,926405
DE_1027,2016,408388,1036947
DE_1027,2017,398043,943067
DE_1027,2018,387807,1010150
DE_1027,2019,377671,868571
DE_1027,2020,367647,669900
DE_664,2013,24434,33378
DE_664,2014,22496,20962
DE_664,2015,13772,19520
DE_664,2016,12794,46347
DE_664,2017,17002,57739
DE_664,2018,23998,51834
DE_664,2019,20779,36835
DE_664,2020,8837,45839
DE_149,2013,675298,775457
DE_149,2014,663569,847195
DE_149,2015,651702,805590
DE_149,2016,639711,799613
DE_149,2017,627591,782952
DE_149,2018,615353,838146
DE_149,2019,602962,811160
DE_149,2020,590528,670122
DE_1028,2013,46484,52126
DE_1028,2014,41599,50309
DE_1028,2015,36853,73743
DE_1028,2016,32256,80423
DE_1028,2017,27804,50269
DE_1028,2018,23497,38289
DE_1028,2019,19328,63359
DE_1028,2020,15309,17102
DE_150,2013,3638,1581
DE_150,2014,1788,0
DE_1029,2013,14180,16656
DE_1029,2014,12691,16592
DE_1029,2015,11240,17744
DE_1029,2016,9835,17643
DE_1029,2017,5500,10562
DE_1029,2018,4644,7875
DE_1029,2019,3816,6531
DE_1029,2020,3019,6008
DE_410,2013,10657,9833
DE_410,2014,10472,9007
DE_410,2015,10285,9229
DE_410,2016,10096,9406
DE_410,2017,9904,12590
DE_410,2018,14169,9286
DE_410,2019,9516,11771
DE_410,2020,13598,12574
DE_1030,2013,14457,27569
DE_1030,2014,25875,28324
DE_1030,2015,22923,31253
DE_1030,2016,20064,28249
DE_1030,2017,17295,28211
DE_1030,2018,14616,28053
DE_1030,2019,12022,26830
DE_1030,2020,9523,26113
DE_151,2013,38329,43103
DE_151,2014,37663,25971
DE_151,2015,36989,34892
DE_151,2016,36309,45253
DE_151,2017,35621,55518
DE_151,2018,34926,10388
DE_1031,2013,439,1817
DE_1031,2014,377,70
DE_1031,2015,0,793
DE_1031,2016,287,212
DE_1031,2017,62,828
DE_1031,2018,209,158
DE_1031,2019,43,911
DE_1031,2020,137,249
DE_411,2013,5652,5262
DE_411,2014,5553,5563
DE_411,2015,5454,5855
DE_1034,2013,15042,27234
DE_1034,2014,13461,24993
DE_1034,2015,11926,25936
DE_1034,2016,10439,26625
DE_1034,2017,8997,27191
DE_1034,2018,7604,23558
DE_1034,2019,6254,22584
DE_1034,2020,4954,21811
DE_412,2013,20890,16982
DE_412,2014,20528,16986
DE_412,2015,20161,18151
DE_412,2016,19790,18826
DE_412,2017,19415,20003
