installation_id,year,free,emission
FR_205702,2015,22783,21016
FR_205702,2016,22364,25730
FR_205702,2017,21940,28322
FR_205702,2018,21513,26852
FR_205702,2019,21080,27791
FR_205702,2020,20645,24073
FR_205703,2013,233058,268793
FR_205703,2014,229010,256955
FR_205703,2015,224914,232674
FR_205703,2016,220776,247208
FR_205703,2017,216593,236312
FR_205703,2018,212369,225897
FR_205703,2019,208093,213936
FR_205703,2020,203802,223589
FR_205704,2013,134448,197059
FR_205704,2014,132113,196164
FR_205704,2015,129750,165510
FR_205704,2016,127363,180848
FR_205704,2017,124950,204377
FR_205704,2018,122513,177305
FR_205704,2019,120046,216928
FR_205704,2020,117571,183619
FR_205706,2013,31743,21399
FR_205706,2014,31191,21215
FR_205706,2015,18473,18451
FR_205706,2016,11811,17498
FR_205706,2017,8485,12498
FR_205706,2018,8320,11645
FR_205706,2019,8152,11098
FR_205706,2020,10902,7436
FR_205716,2013,41093,11586
FR_205716,2014,40379,12848
FR_205716,2015,26059,8735
FR_205716,2016,22800,8366
FR_205716,2017,19641,6827
FR_205716,2018,16585,11827
FR_205716,2019,13627,9292
FR_205716,2020,10780,8126
FR_205729,2013,1586,3144
FR_205729,2014,1419,2850
FR_205729,2015,1257,2884
FR_205729,2016,1099,2196
FR_205729,2017,947,1803
FR_205729,2018,799,1879
FR_205729,2019,657,2178
FR_205729,2020,519,2447
FR_205731,2013,1995,2851
FR_205731,2014,1786,2511
FR_205731,2015,1581,922
FR_205731,2016,418,1636
FR_205731,2017,637,0
FR_205732,2013,1459,837
FR_205732,2014,1306,3035
FR_205732,2015,2177,3041
FR_205732,2016,1904,1727
FR_205732,2017,872,2933
FR_205732,2018,1385,1395
FR_205732,2019,605,0
FR_205732,2020,56,2760
FR_205745,2013,12489,2207
FR_205745,2014,12271,108
FR_205745,2015,12404,2516
FR_205745,2016,12505,2665
FR_205745,2017,12268,2920
FR_205745,2018,12030,2759
FR_205745,2019,11788,2607
FR_205745,2020,11546,2542
FR_205746,2013,96653,49198
FR_205746,2014,94974,60441
FR_205746,2015,93275,54316
FR_205746,2016,91559,51100
FR_205746,2017,89825,58670
FR_205746,2018,88072,55762
FR_205746,2019,86299,57967
FR_205746,2020,84520,52952
FR_205748,2013,156347,9345
FR_205748,2014,153596,9630
FR_205748,2015,150818,10881
FR_205748,2016,148018,11528
FR_205748,2017,145195,13090
FR_205748,2018,140980,12201
FR_205748,2019,138125,13530
FR_205748,2020,135258,11942
FR_205749,2013,11858,1727
FR_205749,2014,11653,1405
FR_205749,2015,11444,681
FR_205749,2016,11234,967
FR_205749,2017,11021,1356
FR_205749,2018,12172,1417
FR_205749,2019,11926,1971
FR_205749,2020,11681,1572
FR_205750,2013,13471,0
FR_205750,2014,13238,0
FR_205750,2015,13001,0
FR_205750,2016,12762,0
FR_205750,2017,12520,0
FR_205750,2018,12276,0
FR_205750,2019,12028,0
FR_205750,2020,11780,0
FR_205751,2013,10055,4
FR_205751,2014,9880,4
FR_205751,2015,9705,3
FR_205751,2016,9536,3
FR_205751,2017,9349,4
FR_205751,2018,9168,8
FR_205751,2019,8988,1
FR_205751,2020,8813,3
FR_205752,2013,38549,266
FR_205752,2014,37879,2552
FR_205752,2015,37202,491
FR_205752,2016,36517,692
FR_205752,2017,35825,1689
FR_205752,2018,30811,1116
FR_205752,2019,30082,1115
FR_205752,2020,29358,1057
FR_205766,2013,37773,7516
FR_205766,2014,37117,8699
FR_205766,2015,36453,8478
FR_205766,2016,35782,7717
FR_205766,2017,35104,8849
FR_205766,2018,34420,9355
FR_205766,2019,33727,9239
FR_205766,2020,33031,9095
FR_205767,2013,165443,143414
FR_205767,2014,162569,144599
FR_205767,2015,159662,121324
FR_205767,2016,156724,176843
FR_205767,2017,153755,168555
FR_205767,2018,150757,194646
FR_205767,2019,147721,153090
FR_205767,2020,144675,133149
FR_205768,2013,201563,148894
FR_205768,2014,198062,149393
FR_205768,2015,194520,163093
FR_205768,2016,190941,140906
FR_205768,2017,187323,168283
FR_205768,2018,183671,158020
FR_205768,2019,179972,165036
FR_205768,2020,176261,146036
FR_205769,2013,424719,518539
FR_205769,2014,417341,501139
FR_205769,2015,409878,512919
FR_205769,2016,402336,583142
FR_205769,2017,394714,522643
FR_205769,2018,387017,482513
FR_205769,2019,379224,519030
FR_205769,2020,371404,502292
FR_205775,2013,41225,27363
FR_205775,2014,40509,23039
FR_205775,2015,39785,22136
FR_205775,2016,39052,19459
FR_205775,2017,38313,22594
FR_205775,2018,37566,22317
FR_205775,2019,36810,22709
FR_205775,2020,36050,24876
FR_205787,2013,90502,104272
FR_205787,2014,88920,100417
FR_205787,2015,87318,104270
FR_205787,2016,85702,98734
FR_205787,2017,84067,111773
FR_205787,2018,82419,116231
FR_205787,2019,80748,116518
FR_205787,2020,79075,97738
FR_205796,2013,48668,56320
FR_205796,2014,47822,64892
FR_205796,2015,46967,55567
FR_205796,2016,46104,60689
FR_205796,2017,45230,68475
FR_205796,2018,44348,70535
FR_205796,2019,43455,71760
FR_205796,2020,42558,70068
FR_205797,2013,17572,25230
FR_205797,2014,17267,30348
FR_205797,2015,16958,27553
FR_205797,2016,16646,24617
FR_205797,2017,16331,34955
FR_205797,2018,16012,27429
FR_205797,2019,15690,19554
FR_205797,2020,15366,17408
FR_205798,2013,19633,37439
FR_205798,2014,19292,36222
FR_205798,2015,18947,30674
FR_205798,2016,18598,26512
FR_205798,2017,18246,38713
FR_205798,2018,17891,34123
FR_205798,2019,17530,38676
FR_205798,2020,17169,0
FR_205820,2013,75948,69087
FR_205820,2014,74629,69584
FR_205820,2015,73295,68033
FR_205820,2016,71946,70528
FR_205820,2017,70583,73652
FR_205820,2018,69207,77419
FR_205820,2019,67813,67333
FR_205820,2020,66415,52015
FR_205829,2013,13459,19803
FR_205829,2014,15178,24864
FR_205829,2015,13445,24684
FR_205829,2016,11764,24714
FR_205829,2017,10136,22753
FR_205829,2018,8559,19881
FR_205829,2019,7035,19174
FR_205829,2020,5566,14740
FR_205830,2013,8464,14348
FR_205830,2014,7575,14097
FR_205830,2015,6710,13637
FR_205830,2016,5871,13994
FR_205830,2017,5057,14700
FR_205830,2018,4270,13792
FR_205830,2019,3508,12896
FR_205830,2020,2776,10791
FR_205831,2013,2759,4280
FR_205864,2013,12979,6788
FR_205864,2014,12754,6367
FR_205864,2015,12526,4498
FR_205864,2016,12295,8320
FR_205864,2017,12062,9622
FR_205864,2018,11827,12018
FR_205864,2019,11589,12174
FR_205864,2020,11350,13036
FR_205870,2013,7662,10462
FR_205870,2014,6856,11042
FR_205870,2015,6074,10736
FR_205870,2016,5314,11546
FR_205870,2017,4578,10823
FR_205870,2018,3865,10898
FR_205870,2019,3177,8299
FR_205870,2020,2513,6541
FR_205871,2013,1921,2750
FR_205871,2014,1718,0
FR_205872,2013,2586,2559
FR_205872,2014,2314,2825
FR_205872,2015,2050,2620
FR_205872,2016,1794,2024
FR_205872,2017,1545,2578
FR_205872,2018,1305,2144
FR_205872,2019,1073,2379
FR_205872,2020,849,2851
FR_205873,2013,33753,4161
FR_205873,2014,33167,4558
FR_205873,2015,21404,5123
FR_205873,2016,18727,3772
FR_205873,2017,16133,4463
FR_205873,2018,13622,4430
FR_205873,2019,11193,4825
FR_205873,2020,8855,4050
FR_205874,2013,1754,1970
FR_205874,2014,1570,1824
FR_205874,2015,1390,1157
FR_205874,2016,608,1012
FR_205874,2017,524,836
FR_205876,2013,5161,8747
FR_205876,2014,4617,7860
FR_205876,2015,4091,6923
FR_205876,2016,3578,5082
FR_205876,2017,3083,4646
FR_205876,2018,2602,4464
FR_205876,2019,2139,5459
FR_205876,2020,1692,5759
FR_205877,2013,3152,4771
FR_205877,2014,2821,3165
FR_205877,2015,2498,4032
FR_205877,2016,2186,2404
FR_205877,2017,1883,3199
FR_205877,2018,1590,3027
FR_205877,2019,1306,4796
FR_205877,2020,1034,3840
FR_205878,2013,1970,2727
FR_205878,2014,1764,2504
FR_205878,2015,1562,2346
FR_205878,2016,1366,1704
FR_205878,2017,1178,1701
FR_205878,2018,994,1468
FR_205878,2019,816,2091
FR_205878,2020,646,2501
FR_205881,2013,2510,2346
FR_205881,2014,2246,2188
FR_205885,2013,3408,4028
FR_205885,2014,3051,3791
FR_205885,2015,2702,3471
FR_205885,2016,2365,2665
FR_205885,2017,2037,2358
FR_205885,2018,1719,3644
FR_205885,2019,1413,3537
FR_205885,2020,1118,3012
FR_205891,2013,1961,2527
FR_205891,2014,1755,2802
FR_205891,2015,1554,1408
FR_205891,2016,1360,2061
FR_205891,2017,1171,2495
FR_205891,2018,990,978
FR_205891,2019,407,2754
FR_205891,2020,643,2160
FR_205893,2013,2617,4000
FR_205893,2014,2342,4173
FR_205893,2015,2074,2752
FR_205893,2016,1815,3759
FR_205893,2017,1564,2609
FR_205893,2018,1320,1422
FR_205893,2019,543,3758
FR_205893,2020,858,2993
FR_205904,2013,117376,30475
FR_205904,2014,115337,32186
FR_205904,2015,113274,30092
FR_205904,2016,111190,34415
FR_205904,2017,109084,34840
FR_205904,2018,106956,34676
FR_205904,2019,104803,31421
FR_205904,2020,102641,29964
FR_205923,2013,94339,21248
FR_205923,2014,92700,22919
FR_205923,2015,91042,22608
FR_205923,2016,89367,28548
FR_205923,2017,87674,22729
FR_205923,2018,85964,42151
FR_205923,2019,84234,29136
FR_205923,2020,82497,24132
FR_205933,2013,1762,2523
FR_205933,2014,1577,3149
FR_205933,2015,1397,1948
FR_205933,2016,1222,1810
FR_205933,2017,1052,1780
FR_205933,2018,889,914
FR_205933,2019,731,1084
FR_205933,2020,578,1397
FR_205934,2013,3337,4432
FR_205934,2014,2986,5152
FR_205934,2015,2645,4224
FR_205934,2016,2314,4496
FR_205934,2017,1995,4324
FR_205934,2018,1683,3025
FR_205934,2019,1383,3519
FR_205934,2020,1095,5041
FR_205936,2013,768,2428
FR_205936,2014,688,2604
FR_205940,2013,102518,3435
FR_205940,2014,102068,3919
FR_205940,2015,100378,3969
FR_205940,2016,98532,4191
FR_205940,2017,96666,5762
FR_205940,2018,95618,4728
FR_205940,2019,95330,6947
FR_205940,2020,93368,4215
FR_205944,2013,18470,12383
FR_205944,2014,18149,13389
FR_205944,2015,17824,9949
FR_205944,2016,17496,8746
FR_205944,2017,8583,9705
FR_205944,2018,8415,8548
FR_205944,2019,8246,7113
FR_205944,2020,8076,7385
FR_205945,2013,8733,5218
FR_205945,2014,8582,5505
FR_205945,2015,8428,3076
FR_205945,2016,4137,2594
FR_205945,2017,4058,3002
FR_205945,2018,3979,3661
FR_205945,2019,3899,4106
FR_205945,2020,3819,0
FR_205947,2013,50301,44260
FR_205947,2014,49427,43243
FR_205947,2015,48543,33553
FR_205947,2016,47650,30986
FR_205947,2017,46747,9195
FR_205947,2018,11459,5780
FR_205947,2019,11228,4881
FR_205947,2020,10997,4781
FR_205948,2013,38638,41143
FR_205948,2014,37967,31295
FR_205948,2015,37288,19437
FR_205948,2016,18301,11495
FR_205948,2017,4911,5722
FR_205948,2018,4815,8119
FR_205948,2019,4718,8685
FR_205948,2020,4622,4766
FR_205949,2013,38631,21044
FR_205949,2014,37960,21492
FR_205949,2015,37281,14376
FR_205949,2016,18298,13267
FR_205949,2017,17951,13226
FR_205949,2018,17601,14616
FR_205949,2019,17247,13011
FR_205949,2020,16891,13185
FR_205960,2013,36479,36993
FR_205960,2014,35845,36885
FR_205960,2015,35204,35434
FR_205960,2016,34557,35323
FR_205960,2017,33901,35839
FR_205960,2018,33241,38309
FR_205960,2019,32571,35223
FR_205960,2020,31900,29839
FR_205967,2013,3934,4378
FR_205967,2014,3521,4548
FR_205967,2015,3117,4161
FR_205967,2016,2728,4571
FR_205967,2017,2351,4168
FR_205967,2018,1984,4597
FR_205967,2019,1631,4453
FR_205967,2020,1290,3525
FR_205994,2013,50033,37892
FR_205994,2014,49164,22911
FR_205994,2015,24298,28970
FR_205994,2016,23851,31040
FR_205994,2017,23400,42538
FR_205994,2018,45592,49062
FR_205994,2019,44674,46682
FR_205994,2020,43752,33128
FR_205995,2013,2165,2412
FR_205995,2014,2127,1925
FR_205995,2015,2090,1490
FR_205995,2016,2051,2368
FR_205995,2017,2013,2200
FR_205995,2018,1973,2400
FR_205995,2019,1933,2657
FR_205995,2020,1893,2569
FR_206004,2013,6955,7759
FR_206004,2014,6224,9105
FR_206004,2015,5513,9402
FR_206004,2016,4824,9692
FR_206004,2017,4156,6654
FR_206004,2018,3509,9041
FR_206004,2019,2883,8841
FR_206004,2020,2281,8419
FR_206024,2013,35012,40061
FR_206024,2014,43005,31345
FR_206024,2015,42235,30937
FR_206024,2016,41458,32048
FR_206024,2017,40673,33394
FR_206024,2018,39880,33251
FR_206024,2019,39077,32898
FR_206024,2020,38271,31287
FR_206025,2013,17544,23755
FR_206025,2014,23029,20688
FR_206025,2015,22618,18222
FR_206025,2016,22202,19262
FR_206025,2017,21781,18167
FR_206025,2018,21356,16663
FR_206025,2019,20926,15113
FR_206025,2020,15685,14513
FR_206026,2013,23642,24633
FR_206026,2014,29038,25830
FR_206026,2015,28519,22981
FR_206026,2016,27994,24785
FR_206026,2017,27464,26978
FR_206026,2018,26928,25131
FR_206026,2019,26386,27332
FR_206026,2020,25842,24848
FR_206028,2013,69428,92002
FR_206028,2014,85277,87232
FR_206028,2015,83752,83135
FR_206028,2016,82211,86322
FR_206028,2017,80653,85890
FR_206028,2018,79080,85803
FR_206028,2019,77488,85661
FR_206028,2020,75890,80031
FR_206029,2013,0,49611
FR_206029,2014,0,504674
FR_206029,2015,0,506213
FR_206029,2016,0,535926
FR_206029,2017,0,535502
FR_206029,2018,0,502930
FR_206029,2019,0,459742
FR_206029,2020,0,524677
FR_206030,2013,0,142
FR_206030,2014,0,182183
FR_206030,2015,0,278981
FR_206030,2016,0,294789
FR_206030,2017,0,343306
FR_206030,2018,0,282419
FR_206030,2019,0,337923
FR_206030,2020,0,305118
FR_206032,2013,20394,0
FR_206032,2014,20040,0
FR_206032,2015,19681,0
FR_206032,2016,19319,0
FR_206032,2017,18953,0
FR_206032,2018,18584,0
FR_206032,2019,18209,0
FR_206032,2020,17834,0
FR_206033,2013,16336,19694
FR_206033,2014,26086,17236
FR_206033,2015,19706,19581
FR_206033,2016,19344,21907
FR_206033,2017,33863,23169
FR_206033,2018,33203,24205
FR_206033,2019,32534,24617
FR_206033,2020,31863,16925
FR_206037,2013,21662,15530
FR_206041,2013,45007,41069
FR_206041,2014,44226,36296
FR_206041,2015,43435,43846
FR_206041,2016,42636,45792
FR_206041,2017,41828,49370
FR_206041,2018,41012,40056
FR_206041,2019,40186,37586
FR_206041,2020,39358,32954
FR_206042,2013,1597,2020
FR_206042,2014,1429,1385
FR_206042,2015,1266,1227
FR_206042,2016,1108,913
FR_206042,2017,477,971
FR_206042,2018,403,656
FR_206042,2019,331,6
FR_206042,2020,0,4
FR_206043,2013,2043,1910
FR_206043,2014,1829,1866
FR_206043,2015,1619,2116
FR_206043,2016,1417,1453
FR_206043,2017,1220,1360
FR_206043,2018,516,965
FR_206043,2019,424,1563
FR_206043,2020,670,949
FR_206044,2013,3037,4351
FR_206044,2014,2717,2343
FR_206044,2015,2406,3069
FR_206044,2016,2106,2603
FR_206044,2017,1814,1937
FR_206044,2018,766,1586
FR_206044,2019,629,3316
FR_206044,2020,498,2029
FR_206047,2013,43538,48161
FR_206047,2014,42782,51711
FR_206047,2015,42017,49128
FR_206047,2016,41243,54185
FR_206047,2017,40462,54590
FR_206047,2018,39673,55271
FR_206047,2019,38874,55564
FR_206047,2020,38073,45901
FR_206055,2013,69189,91392
FR_206055,2014,67988,107917
FR_206055,2015,66771,109334
FR_206055,2016,65543,0
FR_206056,2013,153501,51681
FR_206056,2014,150835,72462
FR_206056,2015,148138,49254
FR_206056,2016,116380,46855
FR_206056,2017,142657,74264
FR_206056,2018,139876,59278
FR_206056,2019,137059,54471
FR_206056,2020,134233,36823
FR_206065,2013,32006,20395
FR_206065,2014,31450,27623
FR_206065,2015,30888,23333
FR_206065,2016,30320,26947
FR_206065,2017,29745,27080
FR_206065,2018,29165,24146
FR_206065,2019,28578,19546
FR_206065,2020,27989,16649
FR_206098,2013,0,313638
FR_206098,2014,0,378019
FR_206098,2015,0,371338
FR_206098,2016,0,423914
FR_206098,2017,197304,413706
FR_206098,2018,197304,437830
FR_206098,2019,197304,288378
FR_206099,2013,7756,3380
FR_206099,2014,7622,4684
FR_206099,2015,7485,4293
FR_206099,2016,7347,4285
FR_206099,2017,3743,3897
FR_206099,2018,3671,4355
FR_206099,2019,3597,3981
FR_206099,2020,3523,3731
FR_206127,2013,20044,12585
FR_206127,2014,19696,12172
FR_206127,2015,19344,11566
FR_206127,2016,18988,12359
FR_206127,2017,18628,11823
FR_206127,2018,18265,14116
FR_206127,2019,17897,15254
FR_206127,2020,17528,16194
FR_206131,2013,2498,2338
FR_206131,2014,2236,2156
FR_206131,2015,1981,1997
FR_206131,2016,1733,2141
FR_206131,2017,1493,2229
FR_206131,2018,1260,3258
FR_206131,2019,1035,3215
FR_206132,2013,7264,10314
FR_206132,2014,7138,7145
FR_206132,2015,7010,8705
FR_206132,2016,6882,5521
FR_206132,2017,6751,5980
FR_206132,2018,6620,7580
FR_206132,2019,6487,9091
FR_206132,2020,6353,8723
FR_206138,2013,2281,2711
FR_206138,2014,2042,3581
FR_206138,2015,1809,1885
FR_206138,2016,1582,1139
FR_206138,2017,682,2613
FR_206138,2018,1151,750
FR_206138,2019,237,1305
FR_206138,2020,375,825
FR_206143,2013,165055,44279
FR_206143,2014,162189,40310
FR_206143,2015,159288,28369
FR_206143,2016,131208,7296
FR_206143,2017,128722,1602
FR_206151,2013,9631,10957
FR_206151,2014,9465,10901
FR_206151,2015,9295,11196
FR_206151,2016,9124,10282
FR_206151,2017,8952,10650
FR_206151,2018,8777,10593
FR_206151,2019,8600,11254
FR_206151,2020,8423,12718
FR_206150,2013,11859,8994
FR_206150,2014,11653,8954
FR_206150,2015,11445,7826
FR_206150,2016,11234,7740
FR_206150,2017,11022,9488
FR_206150,2018,10807,10095
FR_206150,2019,10589,9258
FR_206150,2020,10371,7435
FR_206159,2013,21302,27114
FR_206159,2014,20932,25811
FR_206159,2015,20557,23842
FR_206159,2016,20179,21850
FR_206159,2017,19796,25297
FR_206159,2018,19410,22136
FR_206159,2019,19020,20199
FR_206159,2020,18627,17391
FR_206160,2013,23468,32780
FR_206160,2014,36765,34659
FR_206160,2015,36107,34025
FR_206160,2016,35443,35261
FR_206160,2017,34771,30391
FR_206160,2018,34093,32121
FR_206160,2019,33407,33226
FR_206160,2020,32718,28029
FR_206164,2013,23735,0
FR_206164,2014,23323,0
FR_206164,2015,22906,0
FR_206164,2016,22484,0
FR_206164,2017,22058,0
FR_206164,2018,21628,0
FR_206164,2019,21192,0
FR_206164,2020,20755,0
FR_206166,2013,16921,11945
FR_206166,2014,16627,12288
FR_206166,2015,16330,12818
FR_206166,2016,16029,13664
FR_206166,2017,15726,13573
FR_206166,2018,15419,17383
FR_206166,2019,15108,22127
FR_206166,2020,14797,19506
FR_206175,2013,2564,4340
FR_206175,2014,2295,4178
FR_206175,2015,2032,3644
FR_206175,2016,1778,2006
FR_206175,2017,1532,2526
FR_206175,2018,1294,2274
FR_206175,2019,1063,3474
FR_206175,2020,841,2578
FR_206189,2013,12407,18657
FR_206189,2014,12442,18423
FR_206189,2015,11953,18924
FR_206189,2016,11474,18743
FR_206189,2017,11002,18167
FR_206189,2018,10536,17395
FR_206189,2019,10079,18244
FR_206189,2020,9631,17781
FR_206194,2013,42769,33305
FR_206194,2014,39992,34845
FR_206194,2015,37278,29124
FR_206194,2016,26884,28617
FR_206194,2017,25379,31287
FR_206194,2018,29542,31872
FR_206194,2019,27096,32060
FR_206194,2020,21065,26137
FR_206222,2013,2915,4169
FR_206222,2014,2608,4133
FR_206222,2015,2310,4347
FR_206222,2016,2021,2649
FR_206222,2017,1741,2145
FR_206222,2018,1470,2383
FR_206222,2019,1208,2953
FR_206222,2020,956,3209
FR_206232,2013,481571,490104
FR_206232,2014,473207,563528
FR_206232,2015,464744,417245
FR_206232,2016,456193,373277
FR_206232,2017,447549,493751
FR_206232,2018,438822,535719
FR_206232,2019,429987,463030
FR_206232,2020,421119,489858
FR_206235,2013,7793,9141
FR_206235,2014,7658,9492
FR_206235,2015,7521,8909
FR_206235,2016,7383,8271
FR_206235,2017,7243,11356
FR_206235,2018,7102,7412
FR_206235,2019,6959,9431
FR_206235,2020,6815,3763
FR_206243,2013,1809,1811
FR_206243,2014,1619,2873
FR_206243,2015,1435,1415
FR_206243,2016,1255,2750
FR_206243,2017,1081,2947
FR_206243,2018,913,2660
FR_206243,2019,750,2941
FR_206243,2020,593,281
FR_206269,2013,2298,2653
FR_206269,2014,2057,2556
FR_206268,2013,1791,1780
FR_206268,2014,1603,616
FR_206273,2013,688,5215
FR_206273,2014,616,3451
FR_206273,2015,546,2006
FR_206273,2016,478,3603
FR_206273,2017,412,4570
FR_206273,2018,347,1406
FR_206273,2019,285,1124
FR_206273,2020,226,5418
FR_206282,2013,163389,8916
FR_206282,2014,160551,1021
FR_206282,2015,103611,1389
FR_206282,2016,90654,4906
FR_206282,2017,78094,5311
FR_206282,2018,65941,6837
FR_206282,2019,54182,5932
FR_206282,2020,42864,2895
FR_206290,2013,290,353
FR_206290,2014,261,169
FR_206290,2015,230,295
FR_206290,2016,202,106
FR_206290,2017,173,144
FR_206290,2018,147,197
FR_206290,2019,120,171
FR_206290,2020,95,0
FR_206291,2013,1578,1600
FR_206291,2014,1412,554
FR_206291,2015,1250,1874
FR_206291,2016,1093,2465
FR_206291,2017,943,2510
FR_206291,2018,796,1256
FR_206291,2019,653,4376
FR_206291,2020,518,913
FR_206292,2013,1228,387
FR_206292,2014,1100,0
FR_206292,2015,974,1134
FR_206292,2016,852,1694
FR_206292,2017,734,0
FR_206292,2018,16,0
FR_206292,2019,13,651
FR_206292,2020,11,527
FR_206302,2013,1605,3112
FR_206302,2014,1436,2934
FR_206302,2015,1272,3461
FR_206302,2016,1113,3403
FR_206302,2017,959,2828
FR_206302,2018,809,2016
FR_206302,2019,665,3147
FR_206302,2020,526,2942
FR_206303,2013,12057,19164
FR_206303,2014,10791,23005
FR_206303,2015,9557,25096
FR_206303,2016,8362,25030
FR_206303,2017,7204,25328
FR_206303,2018,6084,24636
FR_206303,2019,4998,24936
FR_206303,2020,3955,25168
FR_206305,2013,6457,10875
FR_206305,2014,5779,12229
FR_206305,2015,5118,12276
FR_206305,2016,4478,12101
FR_206305,2017,3858,13367
FR_206305,2018,3257,13321
FR_206305,2019,2677,13187
FR_206305,2020,2117,11673
FR_206306,2013,330965,75641
FR_206306,2014,325216,88294
FR_206306,2015,319400,103453
FR_206306,2016,313523,107128
FR_206306,2017,307583,108153
FR_206306,2018,301586,107577
FR_206306,2019,295513,115909
FR_206306,2020,289419,90457
FR_206308,2013,1509,1832
FR_206308,2014,1350,1685
FR_206309,2013,576,1494
FR_206309,2014,516,0
FR_206312,2013,1914,2093
FR_206312,2014,1712,1412
FR_206312,2015,1517,4306
FR_206312,2016,1328,3480
FR_206312,2017,1142,1335
FR_206312,2018,966,0
FR_206312,2019,793,1835
FR_206312,2020,628,2589
FR_206313,2013,1036,2454
FR_206313,2014,927,1931
FR_206313,2015,822,1274
FR_206313,2016,719,25
FR_206313,2017,0,685
FR_206313,2018,262,432
FR_206313,2019,215,984
FR_206313,2020,170,781
FR_206317,2013,5436,7807
FR_206317,2014,4864,8591
FR_206317,2015,4309,5929
FR_206317,2016,3770,7323
FR_206317,2017,3248,4695
FR_206317,2018,2742,2252
FR_206317,2019,1127,6600
FR_206317,2020,1782,4969
FR_206318,2013,32995,33734
FR_206318,2014,32422,38239
FR_206318,2015,31842,39385
FR_206318,2016,31256,36996
FR_206318,2017,30664,35299
FR_206318,2018,30066,32403
FR_206318,2019,29461,33422
FR_206318,2020,28853,27832
FR_206320,2013,9702,78
FR_206320,2014,8683,6754
FR_206321,2013,24860,15872
FR_206321,2014,24359,15743
FR_206321,2015,23857,16853
FR_206321,2016,23351,20315
FR_206321,2017,22844,19169
FR_206321,2018,22335,19055
FR_206321,2019,21823,13762
FR_206322,2013,22216,13288
FR_206322,2014,21829,15224
FR_206322,2015,21439,15280
FR_206322,2016,21044,16990
FR_206322,2017,20646,18738
FR_206322,2018,20243,17400
FR_206322,2019,19836,16350
FR_206322,2020,19426,12029
FR_206343,2013,9383,10959
FR_206343,2014,8397,9970
FR_206343,2015,7437,6633
FR_206343,2016,6508,7006
FR_206343,2017,5605,8298
FR_206343,2018,4733,8813
FR_206343,2019,3890,8681
FR_206343,2020,3077,5565
FR_206344,2013,2538,1800
FR_206344,2014,2271,609
FR_206344,2015,2012,1065
FR_206344,2016,1760,893
FR_206345,2013,12223,6445
FR_206345,2014,12010,3354
FR_206345,2015,7751,5017
FR_206345,2016,6781,3465
FR_206345,2017,5842,3242
FR_206345,2018,4933,4809
FR_206345,2019,4053,5685
FR_206345,2020,3206,5071
FR_206348,2013,1449,3094
FR_206348,2014,1297,1813
FR_206351,2013,710,908
FR_206351,2014,635,1218
FR_206351,2015,562,274
FR_206351,2016,246,614
FR_206351,2017,212,0
FR_206352,2013,1210,1894
FR_206352,2014,1083,2199
FR_206352,2015,959,1280
FR_206352,2016,839,1164
FR_206352,2017,723,1054
FR_206352,2018,610,273
FR_206352,2019,502,1170
FR_206352,2020,397,949
FR_206353,2013,1280,1504
FR_206353,2014,1146,1169
FR_206353,2015,1015,868
FR_206353,2016,889,719
FR_206353,2017,383,629
FR_206353,2018,323,413
FR_206354,2013,2219,3020
FR_206354,2014,1986,4059
FR_206354,2015,1759,1102
FR_206354,2016,770,2454
FR_206354,2017,1326,1167
FR_206354,2018,560,375
FR_206354,2019,230,1576
FR_206354,2020,728,525
FR_206355,2013,1167,1889
FR_206355,2014,1045,1787
FR_206355,2015,925,1228
FR_206355,2016,810,1358
FR_206355,2017,697,808
FR_206355,2018,589,237
FR_206355,2019,121,812
FR_206355,2020,383,540
FR_206356,2013,1788,2256
FR_206356,2014,1601,2174
FR_206356,2015,1417,1622
FR_206356,2016,1240,1404
FR_206356,2017,1068,1302
FR_206356,2018,902,509
FR_206356,2019,186,1251
FR_206356,2020,586,808
FR_206357,2013,1736,2959
FR_206357,2014,1553,2980
FR_206357,2015,1376,822
FR_206357,2016,602,1751
FR_206357,2017,1037,1083
FR_206357,2018,438,409
FR_206357,2019,180,1888
FR_206357,2020,570,368
FR_206358,2013,2797,4458
FR_206358,2014,2503,4047
FR_206358,2015,2217,1584
FR_206358,2016,970,2774
FR_206358,2017,1672,2033
FR_206358,2018,1411,587
FR_206358,2019,290,2318
FR_206358,2020,918,702
FR_206359,2013,199,618
FR_206359,2014,178,586
FR_206360,2013,2903,2151
FR_206360,2014,2853,1846
FR_206360,2015,2802,1946
FR_206360,2016,2750,1882
FR_206360,2017,2699,1768
FR_206360,2018,2646,1818
FR_206360,2019,2593,2861
FR_206360,2020,2539,1479
FR_206361,2013,19573,5813
FR_206361,2014,19233,4910
FR_206361,2015,18890,4224
FR_206361,2016,9748,4272
FR_206361,2017,9564,3743
FR_206361,2018,9378,4390
FR_206361,2019,9188,3301
FR_206361,2020,8998,2789
FR_206363,2013,2052,1557
FR_206363,2014,1836,1478
FR_206363,2015,1627,1730
FR_206363,2016,1424,5738
FR_206363,2017,1225,2840
FR_206363,2018,1036,0
FR_206363,2019,850,1942
FR_206363,2020,674,544
FR_206364,2013,994,0
FR_206364,2014,890,0
FR_206364,2015,788,3147
FR_206364,2016,690,1455
FR_206364,2017,594,1571
FR_206364,2018,501,1277
FR_206364,2019,413,0
FR_206364,2020,327,0
FR_206365,2013,1077,1240
FR_206365,2014,965,2727
FR_206365,2015,854,2211
